text,label,clean_text
وبعدين تهمة زعزعة الاستقرار دي لسه موجودة؟ زعزعة؟!,OBJ,وبعدين تهمه زعزعه الاستقرار دي لسه موجوده زعزعه
مشايخ البيادة عكس اسمائهم احمد الطيب اقسي قلب مسلم على جمعه ألغى صلاة الجمعه احمد كريمة ابخل فى الحق,NEG,مشايخ البياده عكس اسمائهم احمد الطيب اقسي قلب مسلم علي جمعه الغي صلاه الجمعه احمد كريمه ابخل الحق
ننعي الي الانسانية رمزا متألقا للنضال في سبيل الحرية والنهضة والكرامة الانسانية القائدوالمجاهدوالمفكر العربي احمد بن بيللا زعيم ثورة الجزائر,POS,ننعي الي الانسانيه رمزا متالقا للنضال سبيل الحريه والنهضه والكرامه الانسانيه القائدوالمجاهدوالمفكر العربي احمد بن بيللا زعيم ثوره الجزائر
_ مع ظهور عبد الله كمال,OBJ,ظهور عبد الله كمال
البوابة نيوز: اليوم #وائل_جمعة يودِّع الملاعب الإفريقية بالمغرب:,OBJ,البوابه نيوز اليوم وائل جمعه يودع الملاعب الافريقيه بالمغرب
#الحقيقة_مباشر_مصر|#انقلاب_3يوليو استنفار أمني بالغربية لتأمين مؤتمر دعم السيسي بحضور غادة عبد الرازق ومحمد فودة,OBJ,الحقيقه مباشر مصر انقلاب استنفار امني بالغربيه لتامين مؤتمر دعم السيسي بحضور غاده عبد الرازق ومحمد فوده
_4 _2012 _ انتم اسياد النصاري باخلاقكم كنتم خير أمة اخرجت للناس,POS,انتم اسياد النصاري باخلاقكم كنتم خير امه اخرجت للناس
رسالة للأبناء : أبوك وأمك محتاجينك زي ما انت محتاجلهم اسمعوا قصة چني وازاي قدرت ترجع بسمة الأمل في البيت,OBJ,رساله للابناء ابوك وامك محتاجينك زي انت محتاجلهم اسمعوا قصه چني وازاي قدرت ترجع بسمه الامل البيت
مرسي مش سبب الكارثة ال احنا فيها مبارك ودولته هما السبب في كل ده أهدروا تعليمنا و أمننا وحقوقنا لأجيال طبيعي نوصل لكده,OBJ,مرسي مش سبب الكارثه ال احنا مبارك ودولته السبب ده اهدروا تعليمنا امننا وحقوقنا لاجيال طبيعي نوصل لكده
"الليلة عبد الرحيم علي يفجر مفاجآت جديدة في 90 دقيقة على ""المحور 1"" #باسم_طلع_حرامي",OBJ,الليله عبد الرحيم علي يفجر مفاجات جديده دقيقه علي المحور باسم طلع حرامي
وشيخ الأزهر يصف السلفيين بأنهم…,OBJ,وشيخ الازهر يصف السلفيين بانهم
تعلم تحليل الشخصية مجانا معنا بسرررعة لااااااااااااااااااااااااااااااااايفوتك العرض #غرد_بطولك #مواطنه_تخطف_شاب …,OBJ,تعلم تحليل الشخصيه مجانا معنا بسرعه لايفوتك العرض غرد بطولك مواطنه تخطف شاب
الدكتور مصطفى الفقي مثال اخر على تخبط النظام الآمل يكبر #,OBJ,الدكتور مصطفي الفقي مثال اخر علي تخبط النظام الامل يكبر
موقف الحزب من مليونية الجمعة 8 يوليو,OBJ,موقف الحزب مليونيه الجمعه
تبدأ رحلة الشعب المصري مع الحاكم بالثناء على البطن التي أنجبته، وتنتهي بلعن أسفل البطن التي أنجبته,NEG,تبدا رحله الشعب المصري الحاكم بالثناء علي البطن انجبته وتنتهي بلعن اسفل البطن انجبته
#تويت_كأنك_ناشط_ايام_حرب_اكتوبر الحرية الأسري اليهود #دومة ستايل,OBJ,تويت كانك ناشط ايام حرب الحريه الاسري اليهود دومه ستايل
#الميدان:الاتحاد العالمي لعلماء المسلمين يدين الاعدامات الجماعية فى مصر,OBJ,الميدان الاتحاد العالمي لعلماء المسلمين يدين الاعدامات الجماعيه مصر
#لحقتي #عزيز_الشافعي,OBJ,لحقتي عزيز الشافعي
"الام العظام نقص الوزن والهزال, تورم الذراع, تقرحات الجلد فوق الورم #اهتمي_بنف…",OBJ,الام العظام نقص الوزن والهزال تورم الذراع تقرحات الجلد الورم اهتمي بنف
"#احداث_من_الذاكرة مبارك يستنجد بالبلاطجة، عنوان من صحيفة الجمهورية الصادرة من مدينة تعز ""ويبدو العنوان خطأ"" #بكفي_حصار #اضبطوا_شركاء_المخلوع",NEG,احداث الذاكره مبارك يستنجد بالبلاطجه عنوان صحيفه الجمهوريه الصادره مدينه تعز ويبدو العنوان خطا بكفي حصار اضبطوا شركاء المخلوع
شاهدوا برنامج عُمر صانع حضارة و جميع ندوات رمضان لدكتور عمرو خالد على قناة اليوتيوب,OBJ,شاهدوا برنامج عمر صانع حضاره ندوات رمضان لدكتور عمرو خالد علي قناه اليوتيوب
#ماذا_اعطاك_الوهاب_ الحمد لله انه الوهاب و ليست الهبات في يد البشر,POS,اعطاك الوهاب الحمد لله انه الوهاب الهبات يد البشر
#الاهلي_الافريقي الحمد لله,OBJ,الاهلي الافريقي الحمد لله
"مقتل ثلاثة وإصابة 12 في اشتباك مع الجيش بـ""القرصاية""",OBJ,مقتل ثلاثه واصابه اشتباك الجيش بـ القرصايه
محكمة الجمهور تعلنهاحُكمها النهائي على #فيفي_عبده 1 #الحكم #,OBJ,محكمه الجمهور تعلنهاحكمها النهائي علي فيفي عبده الحكم
قصة إن ده رئيس منتخب ولازم يكمل باطلة والدليل الأرجنتين ونيكسون اللي استقال لما كذبماهياش عافية لو فشل وعاند وصمم يخلف وعوده هيعطل البلد,NEG,قصه ان ده رئيس منتخب ولازم يكمل باطله والدليل الارجنتين ونيكسون اللي استقال كذبماهياش عافيه فشل وعاند وصمم يخلف وعوده هيعطل البلد
احببت فيك هذا الضني الناطق المعبر انها الانسانية كلها في قلب رجل #مصطفي_محمود #ضي,POS,احببت فيك الضني الناطق المعبر انها الانسانيه كلها قلب رجل مصطفي محمود ضي
البطل لا يُهزَم عندما يخسر، بل يُهزَم عندما ييأس ويُغادر لا تترك حلمك,OBJ,البطل يهزم عندما يخسر يهزم عندما يياس ويغادر تترك حلمك
شاهد - آخر كلام: عام على مذبحة ماسبيرو أين الجناة #,OBJ,شاهد اخر كلام عام علي مذبحه ماسبيرو اين الجناه
دول اوروبا اوقفت رحلات شركاتها الى مصر شركات التأمين ترفض عمل وثيقة للمسافر بكره تشوفو مصر,NEG,دول اوروبا اوقفت رحلات شركاتها الي مصر شركات التامين ترفض عمل وثيقه للمسافر بكره تشوفو مصر
د عبدالمنعم سعيد: إسرائيل تطالب العالم بالاعتراف بفاشيتها وعنصريتها قانون قسم الولاء ليهودية إسرائيل فاشية,NEG,عبدالمنعم سعيد اسرائيل تطالب العالم بالاعتراف بفاشيتها وعنصريتها قانون قسم الولاء ليهوديه اسرائيل فاشيه
#أشاهد_الآن #أوتار_القلوب_الموسم_1_الحلقة_24 على شاهدنت عبر,OBJ,اشاهد الان اوتار القلوب الموسم الحلقه علي شاهدنت عبر
لو عايز تعمل فرق في مواجهة حوادث التحرش والإنتهاكات الجسدية في التحرير ساعد الناس المحترمة دي ولا تسمح للضباع بالمزايدات,OBJ,عايز تعمل فرق مواجهه حوادث التحرش والانتهاكات الجسديه التحرير ساعد الناس المحترمه دي تسمح للضباع بالمزايدات
أسطورة مولانا عماد عفت #درب_شكمبة,OBJ,اسطوره مولانا عماد عفت درب شكمبه
سينا رجعت كاملة لينا ومصر اليوم في عيد ! #كامب_ديفيد #هيصة,OBJ,سينا رجعت كامله لينا ومصر اليوم عيد كامب ديفيد هيصه
صوتوا حتى افوز على مرسي و اذهب الي ناسا و ارجع اكسب رياسة الجمهورية,OBJ,صوتوا حتي افوز علي مرسي اذهب الي ناسا ارجع اكسب رياسه الجمهوريه
